delta_index,delta_time,start_time,end_time,event_filter
1,43.000000,1670737331217.000000,1670737331260
2,0.000000,1670737331260.000000,1670737331260
3,0.000000,1670737331260.000000,1670737331260
4,1.000000,1670737331260.000000,1670737331261
5,0.000000,1670737331261.000000,1670737331261
6,1.000000,1670737331261.000000,1670737331262
7,0.000000,1670737331262.000000,1670737331262
8,0.000000,1670737331262.000000,1670737331262
9,0.000000,1670737331262.000000,1670737331262
10,0.000000,1670737331262.000000,1670737331262
11,1.000000,1670737331262.000000,1670737331263
12,0.000000,1670737331263.000000,1670737331263
13,0.000000,1670737331263.000000,1670737331263
14,0.000000,1670737331263.000000,1670737331263
15,0.000000,1670737331263.000000,1670737331263
16,2.000000,1670737331263.000000,1670737331265
17,1.000000,1670737331265.000000,1670737331266
18,1.000000,1670737331266.000000,1670737331267
19,1.000000,1670737331267.000000,1670737331268
20,1.000000,1670737331268.000000,1670737331269
21,2.000000,1670737331269.000000,1670737331271
22,0.000000,1670737331271.000000,1670737331271
23,0.000000,1670737331271.000000,1670737331271
24,0.000000,1670737331271.000000,1670737331271
25,0.000000,1670737331271.000000,1670737331271
26,0.000000,1670737331271.000000,1670737331271
27,0.000000,1670737331271.000000,1670737331271
28,0.000000,1670737331271.000000,1670737331271
29,0.000000,1670737331271.000000,1670737331271
30,1.000000,1670737331271.000000,1670737331272
Precision,ms,Exit reason,Yield limit reached.
